State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,Method Code,Method Name,CBSA Name,Date of Last Change
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-14,ppb,None,24,100.0,7.879167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-15,ppb,None,24,100.0,7.129167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-16,ppb,None,24,100.0,4.466667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-17,ppb,None,20,83.0,14.865,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-18,ppb,None,24,100.0,12.925,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-19,ppb,None,24,100.0,7.233333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-20,ppb,None,24,100.0,4.008333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-21,ppb,None,24,100.0,3.441667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-22,ppb,None,24,100.0,5.2625,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-23,ppb,None,24,100.0,4.325,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-24,ppb,None,24,100.0,7.4625,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-25,ppb,None,24,100.0,4.654167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-26,ppb,None,8,33.0,3.4875,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-27,ppb,None,14,58.0,4.121429,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-28,ppb,None,24,100.0,6.858333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-29,ppb,None,24,100.0,7.225,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-30,ppb,None,24,100.0,6.279167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-05-31,ppb,None,21,88.0,7.795238,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-01,ppb,None,24,100.0,11.933333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-02,ppb,None,24,100.0,7.779167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-03,ppb,None,24,100.0,4.525,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-04,ppb,None,24,100.0,6.583333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-05,ppb,None,24,100.0,7.691667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-06,ppb,None,24,100.0,6.270833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-07,ppb,None,24,100.0,7.575,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-08,ppb,None,24,100.0,7.0875,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-09,ppb,None,23,96.0,4.456522,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-10,ppb,None,24,100.0,9.204167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-11,ppb,None,24,100.0,10.258333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-12,ppb,None,24,100.0,7.608333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-13,ppb,None,24,100.0,8.020833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-14,ppb,None,24,100.0,4.616667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-15,ppb,None,20,83.0,6.94,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-16,ppb,None,24,100.0,12.004167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-17,ppb,None,24,100.0,8.141667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-18,ppb,None,24,100.0,3.675,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-19,ppb,None,24,100.0,4.4125,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-20,ppb,None,24,100.0,10.083333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-21,ppb,None,24,100.0,11.704167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-22,ppb,None,24,100.0,7.166667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-23,ppb,None,23,96.0,6.66087,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-24,ppb,None,24,100.0,10.429167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-25,ppb,None,24,100.0,4.970833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-26,ppb,None,24,100.0,4.929167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-27,ppb,None,24,100.0,4.958333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-28,ppb,None,24,100.0,5.254167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-29,ppb,None,20,83.0,8.15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-06-30,ppb,None,19,79.0,8.742105,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-01,ppb,None,24,100.0,7.5375,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-02,ppb,None,24,100.0,3.841667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-03,ppb,None,24,100.0,3.141667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-04,ppb,None,24,100.0,4.120833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-05,ppb,None,24,100.0,7.7625,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-06,ppb,None,19,79.0,9.384211,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-07,ppb,None,24,100.0,9.166667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-08,ppb,None,24,100.0,11.195833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-09,ppb,None,24,100.0,6.154167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-10,ppb,None,24,100.0,7.120833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-11,ppb,None,23,96.0,8.604348,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-12,ppb,None,16,67.0,10.825,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-13,ppb,None,24,100.0,6.933333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-14,ppb,None,24,100.0,10.7375,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-15,ppb,None,24,100.0,11.5125,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-16,ppb,None,24,100.0,9.3,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-17,ppb,None,24,100.0,4.754167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-18,ppb,None,24,100.0,8.458333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-19,ppb,None,18,75.0,6.45,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-20,ppb,None,13,54.0,4.553846,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-21,ppb,None,13,54.0,8.038462,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-22,ppb,None,20,83.0,8.955,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-23,ppb,None,24,100.0,8.025,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-24,ppb,None,24,100.0,4.154167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-25,ppb,None,24,100.0,5.458333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-26,ppb,None,13,54.0,5.738462,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-29,ppb,None,10,42.0,6.33,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-30,ppb,None,24,100.0,6.225,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-07-31,ppb,None,24,100.0,4.933333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-01,ppb,None,24,100.0,6.595833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-02,ppb,None,24,100.0,7.5375,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-03,ppb,None,24,100.0,8.975,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-04,ppb,None,19,79.0,10.231579,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-05,ppb,None,24,100.0,9.508333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-06,ppb,None,24,100.0,8.758333,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-07,ppb,None,24,100.0,7.55,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-08,ppb,None,8,33.0,8.6625,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-09,ppb,None,9,38.0,15.244444,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-10,ppb,None,21,88.0,11.77619,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-11,ppb,None,19,79.0,8.652632,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-12,ppb,None,20,83.0,6.36,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-13,ppb,None,24,100.0,8.116667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-14,ppb,None,24,100.0,9.716667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-15,ppb,None,24,100.0,10.291667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-16,ppb,None,21,88.0,5.161905,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-17,ppb,None,24,100.0,6.05,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-18,ppb,None,24,100.0,9.904167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-19,ppb,None,21,88.0,8.447619,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-20,ppb,None,24,100.0,5.775,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-21,ppb,None,24,100.0,4.704167,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-22,ppb,None,18,75.0,8.288889,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-23,ppb,None,21,88.0,7.690476,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-24,ppb,None,24,100.0,9.841667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-25,ppb,None,24,100.0,6.616667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-26,ppb,None,24,100.0,7.470833,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-27,ppb,None,24,100.0,8.166667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-28,ppb,None,24,100.0,7.6875,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
1,73,2059,42602,1,33.521427,-86.844112,WGS84,1 HOUR,NO2 1-hour 2010,2022-08-29,ppb,None,24,100.0,11.191667,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,"Birmingham-Hoover, AL",2024-05-22
